year,station,annual_entries_exits,daily_avg_passengers
2017,630,4190.0,11.479452054794521
2017,506,3848.0,10.542465753424658
2017,531,3740.0,10.246575342465754
2017,781,3253.0,8.912328767123288
2017,526,3893.0,10.665753424657535
2017,545,3392.0,9.293150684931506
2017,610,3723.0,10.2
2017,707,3444.0,9.435616438356165
2017,667,3452.0,9.457534246575342
2017,768,3583.0,9.816438356164383
2017,585,3519.0,9.64109589041096
2017,620,3327.0,9.115068493150686
2017,693,3509.0,9.613698630136986
2017,710,3364.0,9.216438356164383
2017,671,3241.0,8.87945205479452
2017,618,1640.0,4.493150684931507
2017,662,3435.0,9.41095890410959
2017,691,3187.0,8.73150684931507
2017,550,2894.0,7.928767123287671
2017,656,3285.0,9.0
2017,720,2988.0,8.186301369863013
2017,748,3307.0,9.06027397260274
2017,606,3193.0,8.747945205479452
2017,721,3027.0,8.293150684931506
2017,659,2917.0,7.991780821917808
2017,762,2787.0,7.635616438356164
2017,753,2754.0,7.545205479452055
2017,756,2897.0,7.936986301369863
2017,539,2838.0,7.7753424657534245
2017,515,2723.0,7.46027397260274
2017,759,2270.0,6.219178082191781
2017,643,2397.0,6.567123287671233
2017,576,2081.0,5.701369863013698
2017,709,1858.0,5.090410958904109
2017,615,1912.0,5.238356164383561
2017,692,2138.0,5.857534246575343
2017,737,2073.0,5.67945205479452
2017,543,1985.0,5.438356164383562
2017,554,2006.0,5.495890410958904
2017,725,1526.0,4.1808219178082195
2017,646,1717.0,4.704109589041096
2017,654,1402.0,3.841095890410959
2017,546,1369.0,3.750684931506849
2017,587,1213.0,3.3232876712328765
2017,544,1021.0,2.797260273972603
2017,688,618.0,1.6931506849315068
2016,Nan,253.0,0.6931506849315069
2016,747,170206.0,466.31780821917806
2016,625,139469.0,382.1068493150685
2016,741,129114.0,353.7369863013699
2016,669,123305.0,337.82191780821915
2016,634,112637.0,308.5945205479452
2016,635,105904.0,290.14794520547946
2016,719,92017.0,252.1013698630137
2016,513,114435.0,313.52054794520546
2016,852,96171.0,263.4821917808219
2016,670,76499.0,209.586301369863
2016,574,62956.0,172.48219178082192
2016,674,55857.0,153.03287671232877
2016,590,68477.0,187.60821917808218
2016,524,60624.0,166.09315068493152
2016,728,57854.0,158.5041095890411
2016,631,47806.0,130.9753424657534
2016,607,59067.0,161.82739726027398
2016,708,49350.0,135.2054794520548
2016,778,48573.0,133.07671232876712
2016,580,50881.0,139.4
2016,777,48461.0,132.76986301369863
2016,511,46181.0,126.52328767123288
2016,593,46634.0,127.76438356164384
2016,761,41695.0,114.23287671232876
2016,645,55430.0,151.86301369863014
2016,542,39337.0,107.77260273972603
2016,789,39497.0,108.21095890410959
2016,665,40790.0,111.75342465753425
2016,570,35392.0,96.96438356164384
2016,535,31154.0,85.35342465753425
2016,700,31853.0,87.26849315068493
2016,742,37650.0,103.15068493150685
2016,731,32173.0,88.14520547945206
2016,745,34429.0,94.32602739726028
2016,603,31014.0,84.96986301369863
2016,507,30872.0,84.58082191780822
2016,562,29206.0,80.01643835616439
2016,626,25665.0,70.31506849315069
2016,698,27066.0,74.15342465753425
2016,560,28365.0,77.71232876712328
2016,697,30954.0,84.8054794520548
2016,541,33394.0,91.4904109589041
2016,784,30484.0,83.51780821917808
2016,553,23248.0,63.69315068493151
2016,663,23745.0,65.05479452054794
2016,702,26584.0,72.83287671232877
2016,520,23222.0,63.62191780821918
2016,727,24266.0,66.48219178082192
2016,577,27179.0,74.46301369863014
2016,514,23392.0,64.08767123287672
2016,642,23761.0,65.0986301369863
2016,521,25634.0,70.23013698630137
2016,752,22587.0,61.88219178082192
2016,695,26318.0,72.1041095890411
2016,566,22651.0,62.057534246575344
2016,512,22722.0,62.25205479452055
2016,788,21528.0,58.98082191780822
2016,575,25428.0,69.66575342465754
2016,763,23464.0,64.28493150684932
2016,632,21591.0,59.153424657534245
2016,640,19912.0,54.553424657534244
2016,583,20710.0,56.73972602739726
2016,503,20132.0,55.156164383561645
2016,767,21308.0,58.37808219178082
2016,729,19233.0,52.69315068493151
2016,770,19093.0,52.30958904109589
2016,605,20240.0,55.45205479452055
2016,641,20840.0,57.0958904109589
2016,694,18367.0,50.320547945205476
2016,501,21000.0,57.534246575342465
2016,884,17731.0,48.57808219178082
2016,776,17755.0,48.64383561643836
2016,716,15283.0,41.87123287671233
2016,633,17335.0,47.49315068493151
2016,787,16584.0,45.43561643835616
2016,758,16932.0,46.38904109589041
2016,735,16476.0,45.13972602739726
2016,598,17444.0,47.79178082191781
2016,773,16681.0,45.701369863013696
2016,581,15976.0,43.76986301369863
2016,739,15263.0,41.81643835616438
2016,647,15308.0,41.93972602739726
2016,547,15686.0,42.97534246575343
2016,579,15049.0,41.23013698630137
2016,508,14991.0,41.07123287671233
2016,638,13377.0,36.64931506849315
2016,536,14523.0,39.78904109589041
2016,765,13449.0,36.846575342465755
2016,764,14678.0,40.21369863013699
2016,549,13628.0,37.33698630136986
2016,681,12450.0,34.10958904109589
2016,588,15162.0,41.53972602739726
2016,622,12852.0,35.21095890410959
2016,584,13068.0,35.8027397260274
2016,586,14226.0,38.97534246575343
2016,522,12478.0,34.18630136986302
2016,740,13619.0,37.31232876712329
2016,619,12750.0,34.93150684931507
2016,724,14339.0,39.28493150684932
2016,601,12862.0,35.23835616438356
2016,718,11147.0,30.53972602739726
2016,686,11791.0,32.3041095890411
2016,502,13745.0,37.657534246575345
2016,726,11824.0,32.394520547945206
2016,696,12393.0,33.95342465753425
2016,780,9588.0,26.268493150684932
2016,723,11663.0,31.953424657534246
2016,565,11615.0,31.82191780821918
2016,516,11097.0,30.4027397260274
2016,582,10671.0,29.235616438356164
2016,629,10429.0,28.572602739726026
2016,569,11109.0,30.435616438356163
2016,578,11334.0,31.052054794520547
2016,548,11120.0,30.465753424657535
2016,672,10788.0,29.556164383561644
2016,609,10561.0,28.934246575342467
2016,552,9974.0,27.326027397260273
2016,527,9618.0,26.350684931506848
2016,653,10362.0,28.389041095890413
2016,519,9708.0,26.5972602739726
2016,668,9951.0,27.263013698630136
2016,715,9810.0,26.876712328767123
2016,567,9813.0,26.884931506849316
2016,614,8647.0,23.69041095890411
2016,705,9505.0,26.041095890410958
2016,500,9581.0,26.24931506849315
2016,551,9552.0,26.16986301369863
2016,639,11059.0,30.2986301369863
2016,755,10737.0,29.416438356164385
2016,556,9428.0,25.83013698630137
2016,525,9341.0,25.59178082191781
2016,627,8283.0,22.693150684931506
2016,591,9593.0,26.28219178082192
2016,751,9098.0,24.926027397260274
2016,604,8887.0,24.34794520547945
2016,534,8608.0,23.583561643835615
2016,769,8862.0,24.279452054794522
2016,734,9041.0,24.76986301369863
2016,706,8965.0,24.561643835616437
2016,528,8675.0,23.767123287671232
2016,680,8337.0,22.84109589041096
2016,540,7428.0,20.350684931506848
2016,616,8145.0,22.315068493150687
2016,676,8657.0,23.71780821917808
2016,650,7799.0,21.367123287671234
2016,678,8612.0,23.594520547945205
2016,736,9280.0,25.424657534246574
2016,712,9271.0,25.4
2016,568,8137.0,22.293150684931508
2016,657,7967.0,21.827397260273973
2016,624,8008.0,21.93972602739726
2016,760,7739.0,21.202739726027396
2016,648,6736.0,18.454794520547946
2016,774,8012.0,21.95068493150685
2016,597,7864.0,21.545205479452054
2016,589,7585.0,20.78082191780822
2016,711,7172.0,19.649315068493152
2016,517,6293.0,17.24109589041096
2016,766,7609.0,20.846575342465755
2016,679,7415.0,20.315068493150687
2016,660,7809.0,21.394520547945206
2016,509,6773.0,18.556164383561644
2016,594,6933.0,18.994520547945207
2016,532,7074.0,19.38082191780822
2016,746,6704.0,18.367123287671234
2016,683,7303.0,20.008219178082193
2016,783,5489.0,15.038356164383561
2016,558,6042.0,16.553424657534247
2016,621,6142.0,16.827397260273973
2016,563,6466.0,17.715068493150685
2016,595,6400.0,17.534246575342465
2016,714,6353.0,17.405479452054795
2016,754,6171.0,16.90684931506849
2016,655,6052.0,16.58082191780822
2016,612,6113.0,16.747945205479454
2016,611,6109.0,16.736986301369864
2016,530,6009.0,16.46301369863014
2016,572,6056.0,16.59178082191781
2016,649,5593.0,15.323287671232876
2016,592,5839.0,15.997260273972604
2016,733,5502.0,15.073972602739726
2016,599,6004.0,16.44931506849315
2016,602,5951.0,16.304109589041097
2016,704,5522.0,15.128767123287671
2016,775,5344.0,14.64109589041096
2016,518,5542.0,15.183561643835617
2016,613,5194.0,14.23013698630137
2016,757,5883.0,16.117808219178084
2016,636,5616.0,15.386301369863014
2016,623,5072.0,13.895890410958904
2016,637,5047.0,13.827397260273973
2016,685,5782.0,15.841095890410958
2016,677,5084.0,13.92876712328767
2016,779,4808.0,13.172602739726027
2016,608,4869.0,13.33972602739726
2016,675,5263.0,14.419178082191781
2016,682,5059.0,13.860273972602739
2016,561,5141.0,14.084931506849315
2016,505,5188.0,14.213698630136987
2016,596,5046.0,13.824657534246576
2016,571,5017.0,13.745205479452055
2016,684,4442.0,12.169863013698631
2016,510,4250.0,11.643835616438356
2016,555,4566.0,12.509589041095891
2016,743,4587.0,12.567123287671233
2016,564,4717.0,12.923287671232877
2016,537,4560.0,12.493150684931507
2016,664,4244.0,11.627397260273973
2016,771,4382.0,12.005479452054795
2016,617,3889.0,10.654794520547945
2016,738,4215.0,11.547945205479452
2016,713,4159.0,11.394520547945206
2016,703,3889.0,10.654794520547945
2016,630,4288.0,11.747945205479452
2016,690,4077.0,11.169863013698631
2016,717,3927.0,10.758904109589041
2016,529,3702.0,10.142465753424657
2016,661,4066.0,11.139726027397261
2016,707,4040.0,11.068493150684931
2016,557,4132.0,11.32054794520548
2016,673,3865.0,10.58904109589041
2016,687,4121.0,11.29041095890411
2016,506,4134.0,11.326027397260274
2016,526,3504.0,9.6
2016,667,3637.0,9.964383561643835
2016,545,4067.0,11.142465753424657
2016,781,2730.0,7.47945205479452
2016,730,3511.0,9.61917808219178
2016,531,3537.0,9.69041095890411
2016,585,3326.0,9.112328767123287
2016,610,3454.0,9.463013698630137
2016,620,3369.0,9.23013698630137
2016,618,1635.0,4.47945205479452
2016,550,2899.0,7.942465753424657
2016,671,3331.0,9.126027397260273
2016,721,2909.0,7.96986301369863
2016,693,3208.0,8.789041095890411
2016,720,3269.0,8.956164383561644
2016,656,3212.0,8.8
2016,691,3110.0,8.520547945205479
2016,662,3061.0,8.386301369863014
2016,768,2832.0,7.758904109589041
2016,748,2889.0,7.9150684931506845
2016,753,2704.0,7.4082191780821915
2016,659,2727.0,7.471232876712329
2016,606,2685.0,7.3561643835616435
2016,710,2654.0,7.271232876712329
2016,762,2552.0,6.991780821917808
2016,756,2661.0,7.2904109589041095
2016,515,2655.0,7.273972602739726
2016,759,2496.0,6.838356164383562
2016,539,2647.0,7.252054794520548
2016,643,2073.0,5.67945205479452
2016,576,1787.0,4.895890410958904
2016,709,2025.0,5.5479452054794525
2016,615,1935.0,5.301369863013699
2016,737,2031.0,5.564383561643836
2016,554,1753.0,4.802739726027397
2016,692,1601.0,4.3863013698630136
2016,546,1705.0,4.671232876712328
2016,543,1730.0,4.739726027397261
2016,646,1513.0,4.145205479452055
2016,654,1361.0,3.728767123287671
2016,725,1307.0,3.580821917808219
2016,587,1077.0,2.9506849315068493
2016,544,780.0,2.136986301369863
2016,688,701.0,1.9205479452054794
2016,628,0.0,0.0
2015,Nan,253.0,0.6931506849315069
2015,500,9861.0,27.016438356164382
2015,502,13645.0,37.38356164383562
2015,503,20579.0,56.38082191780822
2015,505,4945.0,13.547945205479452
2015,506,3680.0,10.082191780821917
2015,507,31112.0,85.23835616438356
2015,508,16017.0,43.88219178082192
2015,509,7217.0,19.77260273972603
2015,510,4377.0,11.991780821917809
2015,511,47234.0,129.4082191780822
2015,512,22536.0,61.74246575342466
2015,513,107093.0,293.4054794520548
2015,501,19757.0,54.12876712328767
2015,514,26914.0,73.73698630136987
2015,515,2505.0,6.863013698630137
2015,516,12462.0,34.14246575342466
2015,517,7476.0,20.482191780821918
2015,518,5843.0,16.008219178082193
2015,519,10638.0,29.145205479452056
2015,787,16248.0,44.515068493150686
2015,520,24766.0,67.85205479452055
2015,521,24574.0,67.32602739726028
2015,522,13559.0,37.14794520547945
2015,524,57022.0,156.22465753424657
2015,525,8795.0,24.095890410958905
2015,526,3610.0,9.89041095890411
2015,527,10251.0,28.084931506849315
2015,528,9952.0,27.265753424657536
2015,529,4126.0,11.304109589041095
2015,778,48279.0,132.27123287671233
2015,530,6194.0,16.96986301369863
2015,531,3499.0,9.586301369863014
2015,532,7201.0,19.72876712328767
2015,534,9966.0,27.304109589041097
2015,535,29308.0,80.2958904109589
2015,788,18516.0,50.728767123287675
2015,852,93942.0,257.3753424657534
2015,884,17047.0,46.704109589041096
2015,536,13998.0,38.35068493150685
2015,537,4578.0,12.542465753424658
2015,539,2458.0,6.734246575342466
2015,540,8801.0,24.112328767123287
2015,541,29339.0,80.38082191780822
2015,718,34982.0,95.84109589041095
2015,543,1703.0,4.6657534246575345
2015,544,1107.0,3.032876712328767
2015,545,3252.0,8.90958904109589
2015,546,1905.0,5.219178082191781
2015,547,14541.0,39.83835616438356
2015,548,9494.0,26.01095890410959
2015,549,13651.0,37.4
2015,550,2812.0,7.704109589041096
2015,551,9835.0,26.945205479452056
2015,552,10356.0,28.372602739726027
2015,553,16937.0,46.4027397260274
2015,554,1928.0,5.282191780821917
2015,555,4949.0,13.558904109589042
2015,556,10028.0,27.473972602739725
2015,557,4423.0,12.117808219178082
2015,558,6462.0,17.704109589041096
2015,560,27945.0,76.56164383561644
2015,561,5467.0,14.978082191780821
2015,562,31241.0,85.59178082191781
2015,563,6387.0,17.4986301369863
2015,565,12207.0,33.443835616438356
2015,566,24072.0,65.95068493150686
2015,567,10272.0,28.14246575342466
2015,564,4964.0,13.6
2015,568,7702.0,21.101369863013698
2015,774,7098.0,19.446575342465753
2015,569,11917.0,32.64931506849315
2015,570,31209.0,85.5041095890411
2015,571,5161.0,14.139726027397261
2015,542,33187.0,90.92328767123287
2015,572,5748.0,15.747945205479452
2015,574,62670.0,171.6986301369863
2015,575,25477.0,69.8
2015,576,1956.0,5.358904109589041
2015,577,43640.0,119.56164383561644
2015,578,9578.0,26.24109589041096
2015,579,15958.0,43.72054794520548
2015,580,44703.0,122.47397260273972
2015,581,16528.0,45.28219178082192
2015,582,10872.0,29.786301369863015
2015,583,22330.0,61.178082191780824
2015,584,13833.0,37.8986301369863
2015,585,3469.0,9.504109589041096
2015,586,15239.0,41.75068493150685
2015,587,1211.0,3.317808219178082
2015,588,15167.0,41.553424657534244
2015,590,59805.0,163.84931506849315
2015,589,7596.0,20.81095890410959
2015,591,9848.0,26.980821917808218
2015,592,6077.0,16.649315068493152
2015,593,46414.0,127.16164383561645
2015,773,18038.0,49.41917808219178
2015,594,6681.0,18.304109589041097
2015,595,6753.0,18.5013698630137
2015,596,5152.0,14.115068493150686
2015,597,8400.0,23.013698630136986
2015,598,15963.0,43.73424657534247
2015,779,5128.0,14.04931506849315
2015,781,3260.0,8.931506849315069
2015,783,5633.0,15.432876712328767
2015,780,10719.0,29.367123287671234
2015,601,13446.0,36.83835616438356
2015,602,6116.0,16.756164383561643
2015,605,20934.0,57.35342465753425
2015,603,28475.0,78.01369863013699
2015,604,8953.0,24.528767123287672
2015,606,3039.0,8.326027397260274
2015,607,62752.0,171.92328767123288
2015,608,5466.0,14.975342465753425
2015,609,10741.0,29.427397260273974
2015,610,3567.0,9.772602739726027
2015,611,6258.0,17.145205479452056
2015,612,6727.0,18.43013698630137
2015,613,5502.0,15.073972602739726
2015,614,9220.0,25.26027397260274
2015,615,1970.0,5.397260273972603
2015,616,8917.0,24.43013698630137
2015,617,4332.0,11.868493150684932
2015,618,1622.0,4.443835616438356
2015,619,17315.0,47.43835616438356
2015,620,3479.0,9.531506849315068
2015,621,5456.0,14.947945205479453
2015,622,12956.0,35.49589041095891
2015,623,5259.0,14.408219178082192
2015,625,138159.0,378.5178082191781
2015,624,8169.0,22.38082191780822
2015,626,28118.0,77.03561643835616
2015,627,9301.0,25.482191780821918
2015,628,5166.0,14.153424657534247
2015,629,9695.0,26.561643835616437
2015,630,4448.0,12.186301369863013
2015,631,58943.0,161.48767123287672
2015,632,21859.0,59.88767123287671
2015,633,17702.0,48.4986301369863
2015,634,115738.0,317.0904109589041
2015,635,115478.0,316.37808219178083
2015,636,5342.0,14.635616438356164
2015,637,5557.0,15.224657534246575
2015,638,14218.0,38.95342465753425
2015,639,11018.0,30.186301369863013
2015,640,22499.0,61.64109589041096
2015,641,19933.0,54.61095890410959
2015,642,25573.0,70.06301369863014
2015,643,2293.0,6.282191780821917
2015,646,1607.0,4.402739726027397
2015,645,46906.0,128.5095890410959
2015,647,15288.0,41.88493150684931
2015,648,6948.0,19.035616438356165
2015,649,6097.0,16.704109589041096
2015,650,7910.0,21.671232876712327
2015,653,10256.0,28.0986301369863
2015,654,1517.0,4.156164383561644
2015,789,36889.0,101.06575342465753
2015,656,3307.0,9.06027397260274
2015,659,3029.0,8.2986301369863
2015,655,6714.0,18.394520547945206
2015,657,8191.0,22.44109589041096
2015,660,7776.0,21.304109589041097
2015,661,4431.0,12.139726027397261
2015,662,3163.0,8.665753424657535
2015,663,23840.0,65.31506849315069
2015,664,4264.0,11.682191780821919
2015,665,40998.0,112.32328767123288
2015,667,3660.0,10.027397260273972
2015,668,11232.0,30.77260273972603
2015,669,133573.0,365.95342465753424
2015,670,79872.0,218.82739726027398
2015,671,3442.0,9.43013698630137
2015,672,11469.0,31.421917808219177
2015,673,3917.0,10.73150684931507
2015,674,60037.0,164.4849315068493
2015,776,18980.0,52.0
2015,675,5276.0,14.454794520547946
2015,676,11204.0,30.695890410958903
2015,677,5626.0,15.413698630136986
2015,678,8947.0,24.512328767123286
2015,680,9627.0,26.375342465753423
2015,679,7370.0,20.19178082191781
2015,681,10680.0,29.26027397260274
2015,682,5268.0,14.432876712328767
2015,683,7340.0,20.10958904109589
2015,684,4841.0,13.263013698630138
2015,685,5487.0,15.032876712328767
2015,686,13315.0,36.47945205479452
2015,687,4335.0,11.876712328767123
2015,688,517.0,1.4164383561643836
2015,690,4205.0,11.520547945205479
2015,691,3056.0,8.372602739726027
2015,692,2066.0,5.66027397260274
2015,693,3379.0,9.257534246575343
2015,694,20395.0,55.87671232876713
2015,698,26984.0,73.92876712328767
2015,700,33927.0,92.95068493150686
2015,775,5720.0,15.67123287671233
2015,702,27121.0,74.30410958904109
2015,703,4982.0,13.64931506849315
2015,704,5837.0,15.991780821917809
2015,707,4068.0,11.145205479452056
2015,708,50469.0,138.27123287671233
2015,709,1778.0,4.8712328767123285
2015,710,2941.0,8.057534246575342
2015,711,7730.0,21.17808219178082
2015,712,7552.0,20.69041095890411
2015,705,10392.0,28.471232876712328
2015,706,8623.0,23.624657534246577
2015,784,31508.0,86.32328767123288
2015,695,29357.0,80.43013698630136
2015,696,12600.0,34.52054794520548
2015,697,29189.0,79.96986301369863
2015,713,4505.0,12.342465753424657
2015,714,6196.0,16.975342465753425
2015,715,9916.0,27.167123287671235
2015,716,19564.0,53.6
2015,717,4551.0,12.468493150684932
2015,719,91067.0,249.4986301369863
2015,720,3489.0,9.558904109589042
2015,721,3635.0,9.95890410958904
2015,723,12680.0,34.73972602739726
2015,724,14693.0,40.25479452054795
2015,725,1435.0,3.9315068493150687
2015,726,12971.0,35.536986301369865
2015,727,24714.0,67.7095890410959
2015,728,26553.0,72.74794520547945
2015,729,19396.0,53.13972602739726
2015,730,3990.0,10.931506849315069
2015,731,32210.0,88.24657534246575
2015,733,0.0,0.0
2015,734,10146.0,27.797260273972604
2015,735,15937.0,43.66301369863014
2015,736,8280.0,22.684931506849313
2015,737,2109.0,5.778082191780822
2015,738,4766.0,13.057534246575342
